OLDREVID,NEWREVID,USER_IS_IP,USER_IS_BOT,USER_AGE,USER_BLKED_BEFORE,USER_BLKED_EVER,USER_PAGE_ZERO_SIZE,USER_PAGE_ZERO_EN_WARNINGS,USER_PAGE_SIZE_CHANGE,USER_EDITS_TOTAL,USER_EDITS_HOUR,USER_EDITS_DAY,USER_EDITS_WEEK,USER_EDITS_MONTH,USER_EDITS_DENSITY,PAGE_AGE,PAGE_EDITS_TOTAL,PAGE_EDITS_HOUR,PAGE_EDITS_DAY,PAGE_EDITS_WEEK,PAGE_EDITS_MONTH,PAGE_EDITS_DENSITY,COMM_LEN,COMM_HAS_SECT,COMM_LEN_NO_SECT,COMM_VAND,SIZE_ARTICLE,SIZE_CHANGE_RESULT,SIZE_CHANGE_CHURN_CHARS,SIZE_CHANGE_CHURN_BLKS,HIST_REP_USER,HIST_REP_ARTICLE,HIST_REP_COUNTRY,HIST_USER_HAS_RB,HASH_REVERTED,HASH_REC_DIVERSITY,WT_NO_DELAY,WT_DELAYED,WT_DELAY_DIFF,LANG_ALL_CHAR_REP,LANG_ALL_UCASE,LANG_ALL_ALPHA,LANG_ALL_LONG_TOKEN,LANG_ALL_MARKUP,LANG_ALL_MARKUP_IMPACT,LANG_EN_PROFANE_SMALL,LANG_EN_PROFANE_SMALL_IMPACT,LANG_EN_PROFANE_BIG,LANG_EN_PROFANE_BIG_IMPACT,LANG_EN_PRONOUN,LANG_EN_PRONOUN_IMPACT,PREV_TIME_AGO,PREV_USER_IS_IP,PREV_USER_SAME,NEXT_TIME_AHEAD,NEXT_USER_IS_IP,NEXT_USER_SAME,NEXT_COMMENT_VAND,URL,VANDALISM_TYPE
326376146,328000120,True,False,0.0,False,False,0,0.0,697.0,1.0,1.0,1.0,1.0,1.0,0.0,243019592,487.0,1.0,1.0,1.0,3.0,499013.535934,18,True,0,False,18051.0,18.0,18.0,1.0,0.0,0.306132,0.075094,False,True,0.857143,0.731452,0.840908,0.109456,2.0,0.0,0.666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737619.0,False,False,9.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=328000120&oldid=326376146,0
310221132,326985299,True,False,0.0,False,False,0,,,1.0,1.0,1.0,1.0,1.0,0.0,61953522,20.0,1.0,1.0,1.0,1.0,3097676.1,44,False,44,False,2426.0,79.0,76.0,1.0,0.0,0.0,0.077723,False,False,0.714286,0.626212,0.013843,-0.612368,15.0,1.0,0.565789,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7433045.0,False,False,127.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=326985299&oldid=310221132,0
327998085,328024491,True,False,4319990.0,False,True,505,1.0,0.0,10.0,1.0,1.0,3.0,5.0,431999.0,205404116,1630.0,1.0,3.0,5.0,23.0,126014.795092,0,False,0,False,22780.0,35.0,34.0,1.0,0.0,0.064716,0.102375,False,False,0.857143,0.24694,0.513747,0.266807,2.0,0.103448,0.852941,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17764.0,False,False,20394.0,False,False,False,http://en.wikipedia.org/w/index.php?diff=328024491&oldid=327998085,0
326711295,327237997,True,False,3300816.0,False,False,2131,1.0,0.0,8.0,1.0,1.0,1.0,1.0,412602.0,161588224,1320.0,1.0,1.0,5.0,13.0,122415.321212,30,True,0,False,10874.0,118.0,118.0,1.0,0.0,0.945567,0.133037,False,False,0.857143,0.478513,0.013843,-0.46467,2.0,0.010417,0.813559,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239067.0,False,False,288318.0,True,False,False,http://en.wikipedia.org/w/index.php?diff=327237997&oldid=326711295,0
327041598,327573200,True,False,0.0,False,False,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,63004871,908.0,1.0,1.0,10.0,112.0,69388.624449,10,True,0,False,15094.0,3.0,2.0,1.0,0.0,0.894406,0.130195,False,False,0.857143,0.373086,0.608974,0.235888,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252820.0,False,False,53281.0,True,False,False,http://en.wikipedia.org/w/index.php?diff=327573200&oldid=327041598,0
327676605,327724846,True,False,0.0,False,False,0,,,1.0,1.0,1.0,1.0,1.0,0.0,261731623,5492.0,1.0,2.0,8.0,40.0,47656.886926,28,True,0,False,84458.0,15.0,8.0,7.0,0.0,1.245158,0.071871,False,True,0.857143,0.731452,0.864596,0.133144,2.0,1.0,0.5,4.0,1.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,17930.0,False,False,94.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327724846&oldid=327676605,0
326339497,327528340,True,False,81456806.0,False,False,0,,,3.0,1.0,1.0,1.0,1.0,27152268.666667,56742813,217.0,1.0,1.0,2.0,13.0,261487.617512,0,False,0,False,3562.0,-8.0,30.0,2.0,0.0,0.020153,0.130308,False,False,0.857143,0.175375,0.335815,0.16044,0.0,0.0,0.909091,6.0,0.0,0.0,-1.0,-0.125,2.0,0.25,0.0,0.0,543371.0,True,False,464367.0,False,False,False,http://en.wikipedia.org/w/index.php?diff=327528340&oldid=326339497,0
326566765,327142864,True,False,68924221.0,False,False,0,,,70.0,1.0,1.0,1.0,1.0,984631.728571,151813187,239.0,1.0,1.0,2.0,3.0,635201.619247,15,True,0,False,6337.0,39.0,38.0,1.0,0.0,0.0,0.132614,False,False,0.857143,0.482257,0.708271,0.226013,0.0,0.0,0.842105,9.0,0.0,0.0,1.0,0.025641,0.0,0.0,0.0,0.0,261595.0,True,False,12919.0,True,False,False,http://en.wikipedia.org/w/index.php?diff=327142864&oldid=326566765,0
327853720,327855316,True,False,3819639.0,False,False,0,,,2.0,1.0,1.0,1.0,1.0,1909819.5,59296992,118.0,8.0,8.0,9.0,13.0,502516.881356,119,False,119,True,10250.0,209.0,206.0,3.0,0.0,0.0,0.129702,False,,0.428571,0.238849,0.908711,0.669862,3.0,0.090909,0.800971,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,False,False,145.0,True,True,True,http://en.wikipedia.org/w/index.php?diff=327855316&oldid=327853720,0
327292819,327292924,True,False,54.0,False,True,0,0.0,2477.0,2.0,2.0,2.0,2.0,2.0,27.0,200882843,2309.0,2.0,2.0,16.0,48.0,86999.932005,27,True,0,False,38994.0,-11.0,134.0,2.0,0.0,1.630722,0.135264,False,True,0.714286,0.287614,0.674586,0.386972,2.0,0.133333,0.725806,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,True,True,475.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327292924&oldid=327292819,0
326821264,326912140,True,False,858268.0,False,False,0,,,16.0,2.0,2.0,12.0,16.0,53641.75,226137604,585.0,1.0,2.0,12.0,17.0,386560.006838,19,True,0,False,21098.0,-244.0,4215.0,79.0,0.0,0.0,0.133902,False,True,0.857143,0.731452,0.908711,0.17726,3.0,0.041746,0.800912,13.0,-4.0,-0.016393,-26.0,-0.106557,-5.0,-0.020492,-7.0,-0.028689,45136.0,False,False,737.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=326912140&oldid=326821264,0
322548065,327225550,True,False,0.0,False,False,0,0.0,716.0,1.0,1.0,1.0,1.0,1.0,0.0,212826793,312.0,1.0,1.0,1.0,4.0,682137.157051,0,False,0,False,2684.0,-7138.0,12019.0,183.0,0.0,0.0,0.131875,False,True,0.857143,0.731452,0.955892,0.22444,2.0,0.016032,0.821737,12.0,-41.0,-0.005744,-39.0,-0.005464,-28.0,-0.003923,-1.0,-0.00014,2117062.0,False,False,15.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327225550&oldid=322548065,0
326779207,326780531,False,False,144176.0,False,False,2565,1.0,1130.0,6.0,3.0,3.0,6.0,6.0,24029.333333,193375075,239.0,5.0,5.0,12.0,21.0,809100.732218,0,False,0,False,2670.0,29.0,30.0,1.0,2.791666,3.252199,0.008667,True,True,0.571429,0.868756,0.955892,0.087136,2.0,0.0,0.766667,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,False,False,7.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=326780531&oldid=326779207,0
327455939,327457233,True,False,129416733.0,True,True,38548,15.0,675.0,288.0,7.0,7.0,11.0,28.0,449363.65625,95779942,48.0,6.0,6.0,6.0,6.0,1995415.458333,12,True,0,False,3145.0,502.0,499.0,3.0,2.739786,0.997883,0.102086,True,True,0.428571,0.731452,0.708271,-0.023181,2.0,0.097257,0.803607,10.0,0.0,0.0,3.0,0.005976,0.0,0.0,0.0,0.0,1007.0,False,False,96.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327457233&oldid=327455939,0
326741426,326741495,True,False,176588432.0,True,True,16475,9.0,325.0,208.0,17.0,17.0,19.0,19.0,848982.846154,123020924,323.0,17.0,17.0,20.0,20.0,380869.733746,0,False,0,False,33961.0,-26.0,52.0,2.0,0.0,0.0,0.136141,False,,0.0,0.38367,0.763687,0.380017,0.0,0.0,0.923077,9.0,0.0,0.0,0.0,0.0,-1.0,-0.038462,-1.0,-0.038462,32.0,True,True,56.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=326741495&oldid=326741426,0
327460178,327460410,True,False,26270815.0,True,True,6820,4.0,1956.0,51.0,4.0,4.0,5.0,7.0,515114.019608,255536469,4294.0,5.0,9.0,27.0,95.0,59510.123195,0,False,0,False,84069.0,20.0,19.0,1.0,1.013309,4.490286,0.102064,True,,0.285714,0.373086,0.607782,0.234696,0.0,0.0,0.894737,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,False,False,60.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=327460410&oldid=327460178,0
327794626,327799145,True,False,7956340.0,False,False,1406,1.0,1293.0,3.0,2.0,2.0,2.0,2.0,2652113.333333,133715503,455.0,2.0,3.0,8.0,25.0,293880.226374,0,False,0,False,13882.0,9.0,9.0,1.0,0.0,0.941645,0.129932,False,True,0.857143,0.638532,0.608974,-0.029559,0.0,0.0,0.888889,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,False,False,56.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327799145&oldid=327794626,0
326244785,326804244,True,False,61882865.0,False,False,929,1.0,0.0,5.0,1.0,1.0,1.0,1.0,12376573.0,268271588,1276.0,1.0,1.0,9.0,16.0,210244.191223,11,True,0,False,5286.0,3.0,7.0,2.0,0.0,2.365488,0.134393,False,True,0.857143,0.638532,0.864596,0.226064,0.0,0.25,0.8,4.0,0.0,0.0,5.0,1.666667,1.0,0.333333,0.0,0.0,253130.0,False,False,2864.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=326804244&oldid=326244785,0
326211474,327265151,True,False,,False,False,0,,,,,,,,,1258884370,,,,,,,0,False,0,False,,,0.0,0.0,0.0,0.460434,0.122548,False,,0.857143,0.167842,0.013843,-0.153998,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,http://en.wikipedia.org/w/index.php?diff=327265151&oldid=326211474,0
326814969,327511117,True,False,8217704.0,True,True,6807,4.0,679.0,35.0,1.0,1.0,2.0,10.0,234791.542857,180169494,2999.0,1.0,1.0,7.0,56.0,60076.523508,13,True,0,False,31948.0,49.0,49.0,1.0,0.245397,1.333114,0.130314,True,True,0.857143,0.731452,0.708271,-0.023181,2.0,0.075,0.816327,7.0,0.0,0.0,1.0,0.020408,0.0,0.0,0.0,0.0,331104.0,True,False,63.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327511117&oldid=326814969,0
324626376,327372562,True,False,8816867.0,False,False,0,,,5.0,1.0,1.0,1.0,1.0,1763373.4,103773623,117.0,1.0,1.0,1.0,19.0,886954.042735,0,False,0,False,6147.0,52.0,50.0,2.0,0.0,0.051118,0.102265,False,True,0.857143,0.626212,0.908711,0.282499,0.0,0.051282,0.78,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255000.0,True,False,1134526.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327372562&oldid=324626376,0
327161710,327520789,True,False,0.0,False,True,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,222171303,2112.0,1.0,1.0,37.0,73.0,105194.745739,37,True,0,False,50545.0,-22.0,239.0,30.0,0.0,5.072884,0.070965,False,True,0.571429,0.731452,0.513747,-0.217705,3.0,0.1625,0.714286,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.045455,170154.0,False,False,350.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327520789&oldid=327161710,0
327468815,327469092,True,False,6501005.0,False,False,0,,,4.0,2.0,2.0,2.0,2.0,1625251.25,6899121,43.0,2.0,2.0,2.0,8.0,160444.674419,27,True,0,False,20120.0,31.0,31.0,1.0,0.0,0.078569,0.13037,False,False,0.571429,0.482257,0.708271,0.226013,2.0,0.041667,0.774194,7.0,0.0,0.0,1.0,0.032258,1.0,0.032258,0.0,0.0,164.0,True,True,135.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=327469092&oldid=327468815,0
315916309,327958954,True,False,101444580.0,False,False,822,0.0,0.0,3.0,1.0,1.0,1.0,1.0,33814860.0,76677687,47.0,1.0,1.0,1.0,1.0,1631440.148936,0,False,0,False,2479.0,32.0,112.0,7.0,0.0,0.0,0.129052,False,False,0.857143,0.626212,0.708271,0.082059,2.0,0.083333,0.833333,8.0,-1.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,5394439.0,False,False,11720.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327958954&oldid=315916309,0
327479769,327489484,True,False,92430758.0,True,True,12641,7.0,388.0,52.0,1.0,1.0,1.0,3.0,1777514.576923,253648920,7927.0,1.0,3.0,18.0,76.0,31998.097641,15,True,0,False,99665.0,8.0,8.0,1.0,0.111552,0.287807,0.130386,True,True,0.857143,0.638532,0.864596,0.226064,0.0,0.0,0.75,3.0,0.0,0.0,5.0,0.625,1.0,0.125,0.0,0.0,4184.0,False,False,58.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327489484&oldid=327479769,0
326812203,326812313,True,False,31.0,False,False,0,,,2.0,2.0,2.0,2.0,2.0,15.5,179375120,360.0,2.0,2.0,2.0,3.0,498264.222222,47,True,0,False,5639.0,-2748.0,2763.0,11.0,0.0,0.0,0.13436,False,False,0.428571,0.731452,0.513747,-0.217705,2.0,0.0,1.0,6.0,-7.0,-0.002547,-4.0,-0.001456,-30.0,-0.010917,-1.0,-0.000364,31.0,True,True,33.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=326812313&oldid=326812203,0
327075153,327155255,True,False,0.0,False,False,0,,,1.0,1.0,1.0,1.0,1.0,0.0,236248687,3632.0,1.0,5.0,17.0,98.0,65046.444659,13,True,0,False,24949.0,143.0,151.0,17.0,0.0,5.110065,0.105238,False,True,0.571429,0.731452,0.708271,-0.023181,0.0,0.071429,0.741722,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41985.0,False,False,42.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=327155255&oldid=327075153,0
326996414,327321498,False,False,13086.0,False,True,0,,,6.0,1.0,6.0,6.0,6.0,2181.0,254105998,2654.0,1.0,1.0,7.0,50.0,95744.535795,0,False,0,False,69364.0,479.0,478.0,1.0,0.979368,3.353933,0.008499,True,True,0.857143,0.868756,0.708271,-0.160485,2.0,0.02,0.83682,14.0,0.0,0.0,1.0,0.002088,0.0,0.0,0.0,0.0,161722.0,False,False,892.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327321498&oldid=326996414,0
327570868,327571039,True,False,125.0,False,False,0,,,3.0,3.0,3.0,3.0,3.0,41.666667,219258248,1645.0,3.0,12.0,34.0,54.0,133287.688754,0,False,0,False,36508.0,0.0,16.0,4.0,0.0,4.802695,0.102177,False,True,0.571429,0.287614,0.335815,0.048201,2.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,True,True,393.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327571039&oldid=327570868,0
327356735,327356895,True,False,58.0,False,False,0,,,2.0,2.0,2.0,2.0,2.0,29.0,140593778,577.0,2.0,2.0,2.0,22.0,243663.393414,21,True,0,False,16560.0,12.0,18.0,2.0,0.0,0.360798,0.130989,False,False,0.714286,0.175375,0.403958,0.228583,0.0,0.142857,0.933333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,True,True,517691.0,True,False,False,http://en.wikipedia.org/w/index.php?diff=327356895&oldid=327356735,0
326958031,327075744,True,False,0.0,False,False,0,,,1.0,1.0,1.0,1.0,1.0,0.0,226724469,925.0,1.0,15.0,38.0,91.0,245107.534054,20,True,0,False,36828.0,36.0,35.0,1.0,0.0,0.103002,0.071907,False,True,0.857143,0.638532,0.608974,-0.029559,3.0,0.04,0.714286,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52337.0,False,False,3742.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327075744&oldid=326958031,0
327871568,327871845,True,False,15057445.0,True,True,10990,9.0,1851.0,94.0,4.0,4.0,4.0,5.0,160185.585106,176856669,2078.0,4.0,4.0,13.0,69.0,85109.080366,0,False,0,False,17669.0,12.0,11.0,1.0,0.0,5.336127,0.102551,False,,0.285714,0.602286,0.955892,0.353606,2.0,0.0,0.636364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,True,True,12.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327871845&oldid=327871568,0
326954549,326954700,True,False,34650635.0,True,True,29411,14.0,938.0,108.0,10.0,11.0,23.0,27.0,320839.212963,94603940,199.0,12.0,14.0,39.0,39.0,475396.683417,26,True,0,False,10150.0,0.0,8.0,2.0,4.298859,4.944455,0.13526,True,True,0.285714,0.638532,0.864596,0.226064,0.0,0.333333,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,False,False,28.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=326954700&oldid=326954549,0
327904263,327906807,False,False,0.0,False,False,5239,0.0,672.0,1.0,1.0,1.0,1.0,1.0,0.0,124774598,44.0,2.0,2.0,2.0,4.0,2835786.318182,0,False,0,False,1391.0,-32.0,121.0,12.0,0.0,0.0,0.008433,False,True,0.571429,0.802818,0.708271,-0.094547,0.0,0.0,0.954545,10.0,-6.0,-0.1875,-1.0,-0.03125,-1.0,-0.03125,0.0,0.0,888.0,True,False,167.0,False,True,False,http://en.wikipedia.org/w/index.php?diff=327906807&oldid=327904263,0
327107491,327506974,True,False,0.0,False,False,0,0.0,1399.0,1.0,1.0,1.0,1.0,1.0,0.0,230680835,1179.0,1.0,1.0,19.0,32.0,195658.044953,18,True,0,False,14614.0,-1028.0,1048.0,4.0,0.0,0.00923,0.130301,False,True,0.714286,0.731452,0.708271,-0.023181,0.0,0.0,0.818182,4.0,-2.0,-0.001946,-1.0,-0.000973,-1.0,-0.000973,0.0,0.0,189030.0,False,False,27.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327506974&oldid=327107491,0
327644027,327644138,False,False,313.0,False,False,0,0.0,837.0,3.0,3.0,3.0,3.0,3.0,104.333333,180001281,144.0,2.0,2.0,2.0,5.0,1250008.895833,0,False,0,False,8580.0,29.0,30.0,1.0,0.0,0.0,0.008436,False,True,0.714286,0.868756,0.908711,0.039956,2.0,0.0,0.733333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,False,True,1753.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327644138&oldid=327644027,0
326543956,326555880,True,False,1300832.0,False,True,4692,2.0,592.0,30.0,1.0,4.0,12.0,30.0,43361.066667,257965284,3503.0,1.0,7.0,18.0,54.0,73641.245789,0,False,0,False,61839.0,-2.0,12.0,2.0,4.246188,2.530599,0.134774,True,True,0.857143,0.175375,0.013586,-0.161789,0.0,0.0,0.8,4.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,4429.0,False,False,1770.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=326555880&oldid=326543956,0
327848495,327907876,True,False,0.0,False,False,0,,,1.0,1.0,1.0,1.0,1.0,0.0,170570104,1268.0,1.0,2.0,4.0,21.0,134519.009464,0,False,0,False,23872.0,6.0,5.0,1.0,0.0,0.0,0.129379,False,True,0.857143,0.287614,0.335815,0.048201,0.0,0.0,0.6,3.0,0.0,0.0,5.0,0.833333,0.0,0.0,0.0,0.0,26833.0,True,False,61.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=327907876&oldid=327848495,0
